ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
204115_at	3.04E-04	3.20E-06	-5.171522	4.37328	-1.6232552	GNG11	G protein subunit gamma 11
203386_at	3.11E-04	3.30E-06	-5.163521	4.34592	-1.1529216	TBC1D4	TBC1 domain family member 4
200700_s_at	3.15E-04	3.35E-06	5.158905	4.33014	0.9066202	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2
221877_at	3.17E-04	3.38E-06	-5.156261	4.3211	-1.5523224	IRGQ	immunity related GTPase Q
204534_at	3.21E-04	3.44E-06	5.151699	4.30552	2.2779742	SEBOX///VTN	SEBOX homeobox///vitronectin
212890_at	3.22E-04	3.47E-06	5.149108	4.29667	0.9663525	SLC38A10	solute carrier family 38 member 10
201497_x_at	3.36E-04	3.64E-06	-5.136384	4.25322	-2.9756941	MYH11	myosin heavy chain 11
206274_s_at	3.36E-04	3.65E-06	-5.135604	4.25056	-0.9947752	CROCC	"ciliary rootlet coiled-coil, rootletin"
209041_s_at	3.44E-04	3.75E-06	5.127573	4.22316	1.0595205	UBE2G2	ubiquitin conjugating enzyme E2 G2
204168_at	3.47E-04	3.80E-06	-5.123977	4.2109	-0.9977718	MGST2	microsomal glutathione S-transferase 2
204351_at	3.51E-04	3.87E-06	-5.119387	4.19525	-1.9475619	S100P	S100 calcium binding protein P
200967_at	3.51E-04	3.87E-06	5.118864	4.19347	1.4820507	PPIB	peptidylprolyl isomerase B
215157_x_at	3.55E-04	3.93E-06	5.114847	4.17977	1.2469953	PABPC1	poly(A) binding protein cytoplasmic 1
216240_at	3.56E-04	3.96E-06	-5.113	4.17348	-1.6777376	MIR1204///PVT1	microRNA 1204///Pvt1 oncogene (non-protein coding)
202236_s_at	3.59E-04	4.01E-06	5.109534	4.16167	1.7421341	SLC16A1	solute carrier family 16 member 1
210428_s_at	3.67E-04	4.11E-06	5.102345	4.13719	0.932467	HGS	hepatocyte growth factor-regulated tyrosine kinase substrate
208674_x_at	3.67E-04	4.13E-06	5.101053	4.13279	0.9711439	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
219024_at	3.71E-04	4.19E-06	5.097016	4.11904	2.1627125	PLEKHA1	pleckstrin homology domain containing A1
221782_at	3.83E-04	4.35E-06	5.086755	4.08413	0.8161127	DNAJC10	DnaJ heat shock protein family (Hsp40) member C10
208414_s_at	3.86E-04	4.40E-06	-5.083682	4.07368	-1.3561544	HOXB3	homeobox B3
208826_x_at	3.93E-04	4.50E-06	5.077535	4.05277	1.2010588	HINT1	histidine triad nucleotide binding protein 1
218546_at	3.98E-04	4.57E-06	-5.073282	4.03832	-1.9005912	C1orf115	chromosome 1 open reading frame 115
217541_x_at	4.14E-04	4.78E-06	-5.06068	3.99551	-1.1987436	ZNF816-ZNF321P///ZNF816	ZNF816-ZNF321P readthrough///zinc finger protein 816
206316_s_at	4.19E-04	4.85E-06	5.056483	3.98126	1.415983	KNTC1	kinetochore associated 1
207467_x_at	4.20E-04	4.88E-06	5.054664	3.97509	0.839148	CAST	calpastatin
202715_at	4.26E-04	4.97E-06	5.050033	3.95937	1.5031558	CAD	"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"
207961_x_at	4.28E-04	5.02E-06	-5.046861	3.94861	-2.3783706	MYH11	myosin heavy chain 11
201358_s_at	4.28E-04	5.04E-06	5.046173	3.94628	1.115965	COPB1	coatomer protein complex subunit beta 1
201348_at	4.31E-04	5.09E-06	-5.043269	3.93643	-2.0709223	GPX3	glutathione peroxidase 3
212065_s_at	4.33E-04	5.13E-06	5.040832	3.92816	2.5609691	USP34	ubiquitin specific peptidase 34
221510_s_at	4.33E-04	5.15E-06	5.040023	3.92542	1.6089347	GLS	glutaminase
206637_at	4.33E-04	5.16E-06	-5.03912	3.92236	-1.9242249	P2RY14	purinergic receptor P2Y14
204675_at	4.33E-04	5.19E-06	5.037916	3.91827	1.4604665	SRD5A1	steroid 5 alpha-reductase 1
209186_at	4.33E-04	5.22E-06	5.036256	3.91265	1.1310766	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
208838_at	4.33E-04	5.23E-06	5.035636	3.91055	1.1334068	CAND1	cullin associated and neddylation dissociated 1
203440_at	4.34E-04	5.25E-06	5.034375	3.90627	2.6140742	CDH2	cadherin 2
218839_at	4.36E-04	5.33E-06	-5.030286	3.89242	-2.034066	HEY1	hes related family bHLH transcription factor with YRPW motif 1
204623_at	4.36E-04	5.37E-06	-5.028202	3.88536	-1.403835	TFF3	trefoil factor 3
211576_s_at	4.36E-04	5.38E-06	-5.027771	3.8839	-1.4850926	SLC19A1	solute carrier family 19 member 1
211048_s_at	4.36E-04	5.39E-06	5.027109	3.88165	0.8852847	PDIA4	protein disulfide isomerase family A member 4
209779_at	4.36E-04	5.40E-06	-5.026961	3.88115	-1.1163008	LLPH	"LLP homolog, long-term synaptic facilitation"
209810_at	4.36E-04	5.40E-06	-5.026473	3.8795	-3.5622984	SFTPB	surfactant protein B
205428_s_at	4.41E-04	5.48E-06	5.022511	3.86608	2.2880101	CALB2	calbindin 2
213842_x_at	4.56E-04	5.68E-06	5.012425	3.83193	2.0249848	NSUN5P2///NSUN5P1	NOP2/Sun RNA methyltransferase family member 5 pseudogene 2///NOP2/Sun RNA methyltransferase family member 5 pseudogene 1
212642_s_at	4.56E-04	5.71E-06	-5.011365	3.82835	-0.9345214	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2
203642_s_at	4.64E-04	5.83E-06	5.005429	3.80827	2.169563	COBLL1	cordon-bleu WH2 repeat protein like 1
218574_s_at	4.64E-04	5.85E-06	-5.004572	3.80537	-0.9654042	LMCD1	LIM and cysteine rich domains 1
217763_s_at	4.81E-04	6.08E-06	4.993488	3.76789	1.5954367	RAB31	"RAB31, member RAS oncogene family"
217968_at	4.83E-04	6.14E-06	4.990986	3.75944	1.0538441	TSSC1	tumor suppressing subtransferable candidate 1
204487_s_at	4.90E-04	6.25E-06	-4.986059	3.74279	-2.013819	KCNQ1	potassium voltage-gated channel subfamily Q member 1
207714_s_at	4.94E-04	6.32E-06	4.982684	3.7314	2.6425641	SERPINH1	serpin family H member 1
218313_s_at	4.96E-04	6.38E-06	4.980249	3.72318	1.303908	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7
205382_s_at	4.96E-04	6.40E-06	-4.979407	3.72033	-3.0264001	CFD	complement factor D
212177_at	4.96E-04	6.41E-06	4.978978	3.71888	1.5225914	PNISR	PNN interacting serine and arginine rich protein
208663_s_at	5.16E-04	6.69E-06	4.966904	3.67814	2.8080896	TTC3P1///TTC3	tetratricopeptide repeat domain 3 pseudogene 1///tetratricopeptide repeat domain 3
214387_x_at	5.20E-04	6.77E-06	-4.963796	3.66766	-4.1600713	SFTPC	surfactant protein C
221704_s_at	5.20E-04	6.79E-06	-4.962931	3.66474	-1.7898494	VPS37B	"VPS37B, ESCRT-I subunit"
211657_at	5.22E-04	6.84E-06	-4.960602	3.65689	-1.8383588	CEACAM6	carcinoembryonic antigen related cell adhesion molecule 6
200677_at	5.31E-04	6.98E-06	4.955248	3.63885	0.948241	PTTG1IP	pituitary tumor-transforming 1 interacting protein
202417_at	5.33E-04	7.03E-06	4.953232	3.63205	1.0722974	KEAP1	kelch like ECH associated protein 1
213959_s_at	5.33E-04	7.05E-06	4.952171	3.62848	1.445274	RPGRIP1L	RPGRIP1 like
212457_at	5.33E-04	7.08E-06	4.951278	3.62547	1.51543	TFE3	transcription factor binding to IGHM enhancer 3
204992_s_at	5.47E-04	7.32E-06	4.941671	3.59311	1.3514883	PFN2	profilin 2
216550_x_at	5.47E-04	7.39E-06	4.939073	3.58437	2.2742494	ANKRD12	ankyrin repeat domain 12
201417_at	5.47E-04	7.43E-06	4.937595	3.57939	1.914274	SOX4	SRY-box 4
204390_at	5.47E-04	7.44E-06	-4.937316	3.57845	-1.1078037	TRIM24	tripartite motif containing 24
218764_at	5.47E-04	7.45E-06	-4.936951	3.57722	-1.2557137	PRKCH	protein kinase C eta
212635_at	5.47E-04	7.45E-06	4.936886	3.57701	0.9382325	TNPO1	transportin 1
219856_at	5.47E-04	7.45E-06	-4.936815	3.57677	-1.2715837	C1orf116	chromosome 1 open reading frame 116
222067_x_at	5.47E-04	7.47E-06	4.936201	3.5747	2.4458849	HIST1H2BD	"histone cluster 1, H2bd"
200994_at	5.47E-04	7.54E-06	4.933515	3.56566	1.1776324	IPO7	importin 7
208657_s_at	5.47E-04	7.54E-06	4.933435	3.5654	1.5673234	9-Sep	septin 9
221765_at	5.47E-04	7.56E-06	4.932686	3.56287	2.098641	UGCG	UDP-glucose ceramide glucosyltransferase
207092_at	5.47E-04	7.57E-06	-4.932538	3.56238	-2.0976514	LEP	leptin
211697_x_at	5.61E-04	7.79E-06	-4.924552	3.53552	-1.2595173	PNO1	partner of NOB1 homolog
204771_s_at	5.62E-04	7.83E-06	4.92313	3.53074	1.5317634	TTF1	transcription termination factor 1
213835_x_at	5.69E-04	7.94E-06	-4.919075	3.51711	-1.0543749	GTPBP3	GTP binding protein 3 (mitochondrial)
209154_at	5.74E-04	8.07E-06	4.914354	3.50124	1.0150022	P2RX5-TAX1BP3///TAX1BP3	P2RX5-TAX1BP3 readthrough (NMD candidate)///Tax1 binding protein 3
202710_at	5.74E-04	8.10E-06	4.913499	3.49837	0.9378311	BET1	Bet1 golgi vesicular membrane trafficking protein
218321_x_at	5.74E-04	8.13E-06	4.912303	3.49435	1.1181803	STYXL1	serine/threonine/tyrosine interacting-like 1
215939_at	5.74E-04	8.14E-06	-4.911932	3.49311	-1.9098164		
209555_s_at	5.74E-04	8.15E-06	-4.911725	3.49241	-3.4570632	CD36	CD36 molecule
212709_at	5.74E-04	8.17E-06	4.911044	3.49012	1.3742541	NUP160	nucleoporin 160
213723_s_at	6.01E-04	8.58E-06	-4.8973	3.44398	-1.4633015	IDUA	"iduronidase, alpha-L-"
205608_s_at	6.03E-04	8.63E-06	-4.895725	3.4387	-0.9745197	ANGPT1	angiopoietin 1
215464_s_at	6.06E-04	8.72E-06	4.892888	3.42918	1.785055	P2RX5-TAX1BP3///TAX1BP3///P2RX5	P2RX5-TAX1BP3 readthrough (NMD candidate)///Tax1 binding protein 3///purinergic receptor P2X 5
200908_s_at	6.06E-04	8.74E-06	-4.892189	3.42684	-1.4532414	RPLP2	ribosomal protein lateral stalk subunit P2
208693_s_at	6.06E-04	8.76E-06	4.891461	3.4244	0.9161398	GARS	glycyl-tRNA synthetase
217251_x_at	6.12E-04	8.87E-06	-4.888082	3.41307	-1.516747		
211998_at	6.12E-04	8.89E-06	-4.887187	3.41007	-1.2407434	MIR4738///H3F3B///H3F3A	"microRNA 4738///H3 histone, family 3B///H3 histone, family 3A"
215837_x_at	6.17E-04	9.00E-06	-4.884016	3.39944	-2.1600379		
210137_s_at	6.21E-04	9.09E-06	4.881233	3.39011	1.0531892	DCTD	dCMP deaminase
219058_x_at	6.22E-04	9.12E-06	-4.880077	3.38624	-1.0480312	TINAGL1	tubulointerstitial nephritis antigen like 1
200999_s_at	6.22E-04	9.17E-06	4.878775	3.38187	0.8848517	CKAP4	cytoskeleton associated protein 4
206068_s_at	6.22E-04	9.18E-06	-4.878391	3.38059	-1.9315174	ACADL	"acyl-CoA dehydrogenase, long chain"
213453_x_at	6.23E-04	9.23E-06	4.876775	3.37517	1.628903	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
213518_at	6.23E-04	9.27E-06	4.875589	3.3712	1.5262082	PRKCI	protein kinase C iota
208881_x_at	6.23E-04	9.28E-06	-4.875175	3.36981	-1.033627	IDI1	isopentenyl-diphosphate delta isomerase 1
221987_s_at	6.27E-04	9.39E-06	4.871875	3.35876	1.6806695	TSR1	"TSR1, ribosome maturation factor"
213350_at	6.27E-04	9.39E-06	-4.871828	3.35861	-1.5074227	RPS11	ribosomal protein S11
200874_s_at	6.27E-04	9.42E-06	-4.871063	3.35604	-0.6918033	MIR1292///SNORD110///SNORD86///SNORD57///NOP56	"microRNA 1292///small nucleolar RNA, C/D box 110///small nucleolar RNA, C/D box 86///small nucleolar RNA, C/D box 57///NOP56 ribonucleoprotein"
203294_s_at	6.28E-04	9.48E-06	4.869181	3.34974	2.0298629	LMAN1	"lectin, mannose binding 1"
217954_s_at	6.28E-04	9.50E-06	4.868702	3.34814	0.9073039	PHF3	PHD finger protein 3
202960_s_at	6.29E-04	9.56E-06	4.867021	3.34251	1.3615115	MUT	methylmalonyl-CoA mutase
201237_at	6.29E-04	9.57E-06	-4.866554	3.34095	-0.7743453	CAPZA2	capping actin protein of muscle Z-line alpha subunit 2
217889_s_at	6.29E-04	9.59E-06	4.865922	3.33883	2.7982863	CYBRD1	cytochrome b reductase 1
200740_s_at	6.31E-04	9.65E-06	4.864273	3.33331	0.7969163	SUMO3	small ubiquitin-like modifier 3
203049_s_at	6.33E-04	9.71E-06	4.862445	3.3272	1.1207056	TTC37	tetratricopeptide repeat domain 37
208335_s_at	6.33E-04	9.75E-06	-4.861403	3.32371	-2.3608529	ACKR1	atypical chemokine receptor 1 (Duffy blood group)
209220_at	6.35E-04	9.81E-06	-4.859662	3.31789	-1.789216	GPC3	glypican 3
219620_x_at	6.35E-04	9.85E-06	-4.858519	3.31406	-1.1067131	TOR4A	torsin family 4 member A
209699_x_at	6.35E-04	9.86E-06	-4.858136	3.31278	-2.1031167	LOC101930400///AKR1C2	"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2"
204570_at	6.37E-04	9.91E-06	-4.856694	3.30796	-2.7828757	COX7A1	cytochrome c oxidase subunit 7A1
208543_at	6.40E-04	1.00E-05	-4.853259	3.29647	-1.3572639	OR10H2	olfactory receptor family 10 subfamily H member 2
218181_s_at	6.40E-04	1.00E-05	4.852954	3.29545	0.9412557	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4
31845_at	6.40E-04	1.01E-05	4.852568	3.29416	1.2289411	ELF4	E74 like ETS transcription factor 4
203031_s_at	6.44E-04	1.01E-05	4.850297	3.28657	1.108265	UROS	uroporphyrinogen III synthase
211793_s_at	6.47E-04	1.02E-05	4.847557	3.27741	1.4666155	ABI2	abl-interactor 2
202603_at	6.47E-04	1.03E-05	4.846746	3.2747	1.1472459	ADAM10	ADAM metallopeptidase domain 10
209008_x_at	6.47E-04	1.03E-05	4.846455	3.27373	1.9356722	KRT8	keratin 8
200619_at	6.49E-04	1.03E-05	4.844724	3.26794	1.9762011	SF3B2	splicing factor 3b subunit 2
206295_at	6.49E-04	1.04E-05	4.844235	3.26631	2.4052122	IL18	interleukin 18
218829_s_at	6.49E-04	1.04E-05	-4.843319	3.26325	-1.0179933	CHD7	chromodomain helicase DNA binding protein 7
218209_s_at	6.63E-04	1.07E-05	4.836466	3.24036	1.0146035	RPRD1A	regulation of nuclear pre-mRNA domain containing 1A
205178_s_at	6.77E-04	1.09E-05	4.829712	3.21781	2.0446996	RBBP6	"RB binding protein 6, ubiquitin ligase"
217839_at	6.79E-04	1.10E-05	4.82823	3.21287	1.0707346	TFG	TRK-fused gene
205464_at	6.86E-04	1.11E-05	-4.824636	3.20087	-1.4245644	SCNN1B	sodium channel epithelial 1 beta subunit
208320_at	6.96E-04	1.13E-05	-4.819671	3.18431	-1.6424095	CABP1	calcium binding protein 1
214505_s_at	6.97E-04	1.14E-05	-4.818428	3.18017	-1.6706481	FHL1	four and a half LIM domains 1
202213_s_at	6.97E-04	1.14E-05	4.817722	3.17781	1.3775089	CUL4B	cullin 4B
207715_at	6.99E-04	1.15E-05	-4.81591	3.17178	-1.7366186	CRYGB	crystallin gamma B
210174_at	6.99E-04	1.15E-05	-4.815476	3.17033	-1.5073083	NR5A2	nuclear receptor subfamily 5 group A member 2
201381_x_at	7.00E-04	1.15E-05	4.813815	3.16479	1.0969279	CACYBP	calcyclin binding protein
210839_s_at	7.00E-04	1.16E-05	-4.813192	3.16271	-1.3405447	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2
207134_x_at	7.01E-04	1.16E-05	-4.812158	3.15927	-1.8268354	TPSB2	tryptase beta 2 (gene/pseudogene)
201064_s_at	7.02E-04	1.17E-05	4.810312	3.15312	0.6378397	LOC100996696///PABPC4	polyadenylate-binding protein 4 pseudogene///poly(A) binding protein cytoplasmic 4
204154_at	7.02E-04	1.17E-05	-4.809904	3.15176	-1.3468277	CDO1	cysteine dioxygenase type 1
207864_at	7.02E-04	1.17E-05	-4.809565	3.15063	-1.7023436	SCN7A	sodium voltage-gated channel alpha subunit 7
214290_s_at	7.16E-04	1.20E-05	4.802813	3.12814	2.4747551	HIST2H2AA4///HIST2H2AA3	"histone cluster 2, H2aa4///histone cluster 2, H2aa3"
212008_at	7.16E-04	1.20E-05	4.802459	3.12696	1.0682736	UBXN4	UBX domain protein 4
201284_s_at	7.19E-04	1.21E-05	4.800462	3.12031	2.1321005	APEH	acylaminoacyl-peptide hydrolase
212608_s_at	7.25E-04	1.22E-05	4.797187	3.10941	1.6645319	NUDT3	nudix hydrolase 3
200703_at	7.25E-04	1.23E-05	4.796799	3.10811	0.8783703	DYNLL1	dynein light chain LC8-type 1
212228_s_at	7.28E-04	1.24E-05	4.794603	3.10081	1.5029015	COQ9	coenzyme Q9
218599_at	7.28E-04	1.24E-05	4.793796	3.09812	1.9184341	REC8	REC8 meiotic recombination protein
205612_at	7.31E-04	1.25E-05	-4.792175	3.09273	-2.5054265	MMRN1	multimerin 1
38691_s_at	7.34E-04	1.26E-05	-4.789287	3.08312	-3.202704	SFTPC	surfactant protein C
202632_at	7.34E-04	1.26E-05	4.788685	3.08112	1.383797	OVCA2///DPH1	ovarian tumor suppressor candidate 2///diphthamide biosynthesis 1
209179_s_at	7.34E-04	1.26E-05	4.788591	3.0808	1.5585925	MBOAT7	membrane bound O-acyltransferase domain containing 7
31846_at	7.38E-04	1.27E-05	4.78634	3.07332	0.7258757	RHOD	ras homolog family member D
215173_at	7.38E-04	1.27E-05	-4.785719	3.07125	-1.8073047	DNAAF1	dynein axonemal assembly factor 1
212307_s_at	7.43E-04	1.29E-05	4.783109	3.06258	0.8393258	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase
209142_s_at	7.47E-04	1.30E-05	4.780567	3.05412	1.4486882	UBE2G1	ubiquitin conjugating enzyme E2 G1
207669_at	7.53E-04	1.31E-05	-4.777739	3.04473	-1.6061377	KRT83	keratin 83
207105_s_at	7.53E-04	1.31E-05	-4.777187	3.04289	-1.0470478	PIK3R2	phosphoinositide-3-kinase regulatory subunit 2
204218_at	7.56E-04	1.33E-05	-4.77457	3.0342	-0.7442627	ANAPC15	anaphase promoting complex subunit 15
215578_at	7.56E-04	1.33E-05	-4.77441	3.03366	-2.7133035		
205478_at	7.56E-04	1.33E-05	-4.772981	3.02892	-2.449783	PPP1R1A	protein phosphatase 1 regulatory inhibitor subunit 1A
206384_at	7.56E-04	1.33E-05	-4.772922	3.02872	-1.4298054	CACNG3	calcium voltage-gated channel auxiliary subunit gamma 3
213417_at	7.70E-04	1.37E-05	-4.766191	3.00637	-1.5852413	TBX2	T-box 2
204661_at	7.70E-04	1.37E-05	-4.765427	3.00383	-2.631296	CD52	CD52 molecule
200707_at	7.70E-04	1.37E-05	4.764414	3.00047	1.9714529	PRKCSH	protein kinase C substrate 80K-H
203491_s_at	7.70E-04	1.37E-05	4.764318	3.00015	2.0472756	CEP57	centrosomal protein 57
216246_at	7.70E-04	1.38E-05	-4.76405	2.99926	-0.9833023		
214418_at	7.78E-04	1.40E-05	-4.759617	2.98455	-1.7327574	CT62	cancer/testis antigen 62
213285_at	7.78E-04	1.40E-05	-4.759189	2.98313	-1.5275148	TMEM30B	transmembrane protein 30B
205593_s_at	7.78E-04	1.40E-05	-4.759176	2.98309	-1.3085702	PDE9A	phosphodiesterase 9A
219874_at	7.80E-04	1.41E-05	4.757848	2.97868	2.1034076	SLC12A8	solute carrier family 12 member 8
209918_at	7.81E-04	1.41E-05	-4.756582	2.97448	-1.6174906	GGTLC2	gamma-glutamyltransferase light chain 2
200896_x_at	8.27E-04	1.50E-05	4.739558	2.91805	1.150531	HDGF	hepatoma-derived growth factor
202514_at	8.31E-04	1.51E-05	4.737771	2.91213	1.634339	DLG1	discs large MAGUK scaffold protein 1
213238_at	8.34E-04	1.52E-05	4.735859	2.9058	1.2598045	ATP10D	ATPase phospholipid transporting 10D (putative)
218893_at	8.39E-04	1.53E-05	4.733623	2.8984	1.0304103	ISOC2	isochorismatase domain containing 2
219398_at	8.43E-04	1.54E-05	-4.731588	2.89166	-1.6815848	CIDEC	cell death inducing DFFA like effector c
209678_s_at	8.49E-04	1.56E-05	4.728225	2.88053	1.137417	PRKCI	protein kinase C iota
203788_s_at	8.49E-04	1.57E-05	4.727502	2.87814	1.5846527	SEMA3C	semaphorin 3C
201769_at	8.49E-04	1.57E-05	4.727481	2.87807	1.2181048	CLINT1	clathrin interactor 1
202908_at	8.52E-04	1.57E-05	-4.725785	2.87246	-0.7877685	WFS1	wolframin ER transmembrane glycoprotein
221504_s_at	8.55E-04	1.59E-05	4.723924	2.8663	1.0144783	ATP6V1H	ATPase H+ transporting V1 subunit H
208250_s_at	8.56E-04	1.59E-05	-4.722962	2.86312	-1.1683922	DMBT1	deleted in malignant brain tumors 1
218226_s_at	8.74E-04	1.63E-05	4.716548	2.84191	1.0588632	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4
214057_at	8.74E-04	1.63E-05	-4.715615	2.83882	-0.9728428	MCL1	BCL2 family apoptosis regulator
212032_s_at	8.75E-04	1.64E-05	4.714651	2.83564	2.4041964	PTOV1	prostate tumor overexpressed 1
213855_s_at	8.76E-04	1.65E-05	-4.71331	2.83121	-1.1415636	LIPE	"lipase E, hormone sensitive type"
209841_s_at	8.76E-04	1.65E-05	-4.712892	2.82982	-1.2666962	LRRN3	leucine rich repeat neuronal 3
207497_s_at	8.84E-04	1.67E-05	-4.709898	2.81993	-1.0969044	MS4A2	membrane spanning 4-domains A2
217858_s_at	8.86E-04	1.67E-05	4.708424	2.81506	0.8893382	ARMCX3	"armadillo repeat containing, X-linked 3"
212115_at	8.86E-04	1.68E-05	4.707818	2.81306	1.8394373	HN1L	hematological and neurological expressed 1 like
211305_x_at	8.90E-04	1.69E-05	-4.705052	2.80392	-1.3689006	FCAR	Fc fragment of IgA receptor
201454_s_at	8.90E-04	1.69E-05	4.704996	2.80374	1.3563914	NPEPPS	aminopeptidase puromycin sensitive
215109_at	8.92E-04	1.70E-05	-4.703427	2.79856	-1.0540687	RC3H1	ring finger and CCCH-type domains 1
201969_at	8.92E-04	1.70E-05	-4.70324	2.79794	-0.9290979	NASP	nuclear autoantigenic sperm protein
219017_at	9.02E-04	1.73E-05	4.699307	2.78496	0.7757647	ETNK1	ethanolamine kinase 1
221027_s_at	9.16E-04	1.76E-05	4.694391	2.76873	1.6802619	PLA2G12A	phospholipase A2 group XIIA
201544_x_at	9.28E-04	1.79E-05	4.689939	2.75405	0.7620308	BCL2L2-PABPN1///PABPN1///BCL2L2	BCL2L2-PABPN1 readthrough///poly(A) binding protein nuclear 1///BCL2 like 2
218361_at	9.44E-04	1.82E-05	4.683974	2.73438	1.9923279	GOLPH3L	golgi phosphoprotein 3 like
218412_s_at	9.44E-04	1.83E-05	4.683386	2.73244	0.6565915	GTF2IRD1	GTF2I repeat domain containing 1
217537_x_at	9.44E-04	1.84E-05	-4.682232	2.72864	-2.1125152		
220995_at	9.44E-04	1.84E-05	-4.682206	2.72855	-0.7437195	STXBP6	syntaxin binding protein 6
210672_s_at	9.46E-04	1.84E-05	4.680808	2.72394	1.4902232	NPRL3	"NPR3 like, GATOR1 complex subunit"
202610_s_at	9.46E-04	1.85E-05	4.680531	2.72303	0.8831618	MED14	mediator complex subunit 14
208088_s_at	9.48E-04	1.86E-05	-4.678335	2.7158	-1.2389697	CFHR5	complement factor H related 5
221767_x_at	9.48E-04	1.86E-05	4.678053	2.71487	0.8470017	HDLBP	high density lipoprotein binding protein
218294_s_at	9.48E-04	1.86E-05	4.677987	2.71465	1.0603553	NUP50	nucleoporin 50
44783_s_at	9.48E-04	1.87E-05	-4.677126	2.71181	-1.1104113	HEY1	hes related family bHLH transcription factor with YRPW motif 1
203140_at	9.56E-04	1.89E-05	-4.673701	2.70053	-1.2361413	BCL6	B-cell CLL/lymphoma 6
204491_at	9.56E-04	1.89E-05	-4.673181	2.69882	-1.5004427	PDE4D	phosphodiesterase 4D
212429_s_at	9.56E-04	1.90E-05	4.672966	2.69811	0.866018	GTF3C2	general transcription factor IIIC subunit 2
212855_at	9.56E-04	1.90E-05	4.672243	2.69573	1.7257797	DCUN1D4	defective in cullin neddylation 1 domain containing 4
217979_at	9.56E-04	1.91E-05	-4.671463	2.69316	-1.7220923	TSPAN13	tetraspanin 13
213318_s_at	9.57E-04	1.91E-05	4.670624	2.6904	0.8889106	BAG6	BCL2 associated athanogene 6
219293_s_at	9.65E-04	1.93E-05	4.667215	2.67918	1.1073521	OLA1	Obg-like ATPase 1
212348_s_at	9.65E-04	1.94E-05	4.667076	2.67872	1.5684666	KDM1A	lysine demethylase 1A
202577_s_at	9.70E-04	1.96E-05	4.66335	2.66646	1.0630966	DDX19A	DEAD-box helicase 19A
203095_at	9.70E-04	1.97E-05	4.662142	2.66248	0.9875037	MTIF2	mitochondrial translational initiation factor 2
203766_s_at	9.70E-04	1.97E-05	-4.662052	2.66219	-1.7766439	LMOD1	leiomodin 1
217975_at	9.70E-04	1.98E-05	4.66042	2.65682	1.0633887	TCEAL9	transcription elongation factor A like 9
